"variable" "activity" "subject" "avg_mean" "avg_std"
"tBodyGyro-Z" "WALKING_DOWNSTAIRS" 12 0.022450269 -0.42634493
"tBodyGyro-Z" "WALKING_DOWNSTAIRS" 13 -0.15625095 -0.33239523
"tBodyGyro-Z" "WALKING_DOWNSTAIRS" 14 0.19194424 0.41671161
"tBodyGyro-Z" "WALKING_DOWNSTAIRS" 15 0.1073217 -0.26924632
"tBodyGyro-Z" "WALKING_DOWNSTAIRS" 16 0.2577838 -0.40261237
"tBodyGyro-Z" "WALKING_DOWNSTAIRS" 17 0.070445548 -0.41543929
"tBodyGyro-Z" "WALKING_DOWNSTAIRS" 18 0.0062201854 -0.43782749
"tBodyGyro-Z" "WALKING_DOWNSTAIRS" 19 0.19210429 -0.039385146
"tBodyGyro-Z" "WALKING_DOWNSTAIRS" 20 0.30813042 0.10715036
"tBodyGyro-Z" "WALKING_DOWNSTAIRS" 21 -0.13549775 -0.42062819
"tBodyGyro-Z" "WALKING_DOWNSTAIRS" 22 -0.10131451 -0.46086474
"tBodyGyro-Z" "WALKING_DOWNSTAIRS" 23 -0.011791303 -0.21134051
"tBodyGyro-Z" "WALKING_DOWNSTAIRS" 24 0.0024998312 -0.54947813
"tBodyGyro-Z" "WALKING_DOWNSTAIRS" 25 0.18938512 -0.4770145
"tBodyGyro-Z" "WALKING_DOWNSTAIRS" 26 0.074330669 -0.30909566
"tBodyGyro-Z" "WALKING_DOWNSTAIRS" 27 0.23413657 -0.24075595
"tBodyGyro-Z" "WALKING_DOWNSTAIRS" 28 -0.035700104 -0.38002576
"tBodyGyro-Z" "WALKING_DOWNSTAIRS" 29 0.057501815 -0.33299306
"tBodyGyro-Z" "WALKING_DOWNSTAIRS" 30 0.040878116 -0.46583123
"tBodyGyro-Z" "WALKING_UPSTAIRS" 1 0.090359188 -0.59116617
"tBodyGyro-Z" "WALKING_UPSTAIRS" 2 0.14933354 -0.43198887
"tBodyGyro-Z" "WALKING_UPSTAIRS" 3 0.35088866 -0.56385212
"tBodyGyro-Z" "WALKING_UPSTAIRS" 4 0.13194236 -0.34703188
"tBodyGyro-Z" "WALKING_UPSTAIRS" 5 0.043323694 -0.22045938
"tBodyGyro-Z" "WALKING_UPSTAIRS" 6 0.014412287 -0.29756047
"tBodyGyro-Z" "WALKING_UPSTAIRS" 7 0.61093428 -0.62752673
"tBodyGyro-Z" "WALKING_UPSTAIRS" 8 0.30018309 0.1022249
"tBodyGyro-Z" "WALKING_UPSTAIRS" 9 0.3457325 -0.35099772
"tBodyGyro-Z" "WALKING_UPSTAIRS" 10 -0.13010628 -0.15047307
"tBodyGyro-Z" "WALKING_UPSTAIRS" 11 0.0589157 -0.67063351
"tBodyGyro-Z" "WALKING_UPSTAIRS" 12 0.086411192 -0.42514974
"tBodyGyro-Z" "WALKING_UPSTAIRS" 13 0.38828424 -0.23761557
"tBodyGyro-Z" "WALKING_UPSTAIRS" 14 0.68966565 0.5276424
"tBodyGyro-Z" "WALKING_UPSTAIRS" 15 0.10023483 -0.38889627
"tBodyGyro-Z" "WALKING_UPSTAIRS" 16 -0.41944422 -0.37693533
"tBodyGyro-Z" "WALKING_UPSTAIRS" 17 0.33899644 -0.23166801
"tBodyGyro-Z" "WALKING_UPSTAIRS" 18 0.071332173 -0.55475594
"tBodyGyro-Z" "WALKING_UPSTAIRS" 19 0.78149745 -0.011288595
"tBodyGyro-Z" "WALKING_UPSTAIRS" 20 0.055807334 0.42242041
"tBodyGyro-Z" "WALKING_UPSTAIRS" 21 0.56037385 -0.077562485
"tBodyGyro-Z" "WALKING_UPSTAIRS" 22 -0.10096636 -0.17061357
"tBodyGyro-Z" "WALKING_UPSTAIRS" 23 -0.28080714 0.034484012
"tBodyGyro-Z" "WALKING_UPSTAIRS" 24 0.24610106 -0.31385427
"tBodyGyro-Z" "WALKING_UPSTAIRS" 25 0.2036756 -0.55966353
"tBodyGyro-Z" "WALKING_UPSTAIRS" 26 0.012364993 -0.2641578
"tBodyGyro-Z" "WALKING_UPSTAIRS" 27 -0.017545232 -0.15560132
"tBodyGyro-Z" "WALKING_UPSTAIRS" 28 0.13883494 -0.3394532
"tBodyGyro-Z" "WALKING_UPSTAIRS" 29 0.018948863 -0.38661704
"tBodyGyro-Z" "WALKING_UPSTAIRS" 30 0.038251548 -0.22010664
"tBodyGyroJerk-X" "LAYING" 1 -0.23395072 -0.9480528
"tBodyGyroJerk-X" "LAYING" 2 -0.1007216 -0.99422339
"tBodyGyroJerk-X" "LAYING" 3 -0.10122335 -0.97720567
"tBodyGyroJerk-X" "LAYING" 4 -0.098613103 -0.99316554
"tBodyGyroJerk-X" "LAYING" 5 -0.093089968 -0.98775868
"tBodyGyroJerk-X" "LAYING" 6 -0.098258177 -0.98484705
"tBodyGyroJerk-X" "LAYING" 7 -0.088290386 -0.95131891
"tBodyGyroJerk-X" "LAYING" 8 -0.12555431 -0.99597249
"tBodyGyroJerk-X" "LAYING" 9 -0.092734895 -0.95314847
"tBodyGyroJerk-X" "LAYING" 10 -0.098216657 -0.99786598
"tBodyGyroJerk-X" "LAYING" 11 -0.10287884 -0.99061098
"tBodyGyroJerk-X" "LAYING" 12 -0.095174075 -0.98400759
"tBodyGyroJerk-X" "LAYING" 13 -0.090470319 -0.99326064
"tBodyGyroJerk-X" "LAYING" 14 -0.027141471 -0.84677641
"tBodyGyroJerk-X" "LAYING" 15 -0.098853015 -0.97989947
"tBodyGyroJerk-X" "LAYING" 16 -0.11620904 -0.97215549
"tBodyGyroJerk-X" "LAYING" 17 -0.098402833 -0.99722626
"tBodyGyroJerk-X" "LAYING" 18 -0.095222689 -0.99626127
"tBodyGyroJerk-X" "LAYING" 19 -0.10329203 -0.97365054
"tBodyGyroJerk-X" "LAYING" 20 -0.09724491 -0.9971898
"tBodyGyroJerk-X" "LAYING" 21 -0.093592373 -0.98177633
"tBodyGyroJerk-X" "LAYING" 22 -0.099743876 -0.99886278
"tBodyGyroJerk-X" "LAYING" 23 -0.11560261 -0.98589353
"tBodyGyroJerk-X" "LAYING" 24 -0.098498056 -0.98848697
"tBodyGyroJerk-X" "LAYING" 25 -0.09759556 -0.98605171
"tBodyGyroJerk-X" "LAYING" 26 -0.10651974 -0.9896156
"tBodyGyroJerk-X" "LAYING" 27 -0.10012833 -0.99433629
"tBodyGyroJerk-X" "LAYING" 28 -0.097719104 -0.9937944
"tBodyGyroJerk-X" "LAYING" 29 -0.097217684 -0.99762624
"tBodyGyroJerk-X" "LAYING" 30 -0.063958414 -0.98661341
"tBodyGyroJerk-X" "SITTING" 1 -0.098229525 -0.99834032
"tBodyGyroJerk-X" "SITTING" 2 -0.088645082 -0.99701425
"tBodyGyroJerk-X" "SITTING" 3 -0.094773843 -0.9912403
"tBodyGyroJerk-X" "SITTING" 4 -0.084199685 -0.97717779
"tBodyGyroJerk-X" "SITTING" 5 -0.099881535 -0.97893528
"tBodyGyroJerk-X" "SITTING" 6 -0.11937408 -0.90706709
"tBodyGyroJerk-X" "SITTING" 7 -0.10114634 -0.99722006
"tBodyGyroJerk-X" "SITTING" 8 -0.095961033 -0.97925709
"tBodyGyroJerk-X" "SITTING" 9 -0.08821027 -0.93888469
"tBodyGyroJerk-X" "SITTING" 10 -0.096251715 -0.99837412
"tBodyGyroJerk-X" "SITTING" 11 -0.098646607 -0.97286465
"tBodyGyroJerk-X" "SITTING" 12 -0.097820794 -0.98671125
"tBodyGyroJerk-X" "SITTING" 13 -0.10479029 -0.99597426
"tBodyGyroJerk-X" "SITTING" 14 -0.098496076 -0.99698662
"tBodyGyroJerk-X" "SITTING" 15 -0.10294137 -0.99173261
"tBodyGyroJerk-X" "SITTING" 16 -0.099140309 -0.99525488
"tBodyGyroJerk-X" "SITTING" 17 -0.088532123 -0.99772808
"tBodyGyroJerk-X" "SITTING" 18 -0.097905507 -0.99690634
"tBodyGyroJerk-X" "SITTING" 19 -0.098520252 -0.99774474
"tBodyGyroJerk-X" "SITTING" 20 -0.097455082 -0.99192742
"tBodyGyroJerk-X" "SITTING" 21 -0.097819579 -0.99542861
"tBodyGyroJerk-X" "SITTING" 22 -0.10096437 -0.99431083
"tBodyGyroJerk-X" "SITTING" 23 -0.099595124 -0.98545068
"tBodyGyroJerk-X" "SITTING" 24 -0.09755832 -0.99272971
"tBodyGyroJerk-X" "SITTING" 25 -0.10465775 -0.95033175
"tBodyGyroJerk-X" "SITTING" 26 -0.098681282 -0.99123529
"tBodyGyroJerk-X" "SITTING" 27 -0.098256161 -0.9974618
"tBodyGyroJerk-X" "SITTING" 28 -0.1607022 -0.94352289
"tBodyGyroJerk-X" "SITTING" 29 -0.093962042 -0.98957578
"tBodyGyroJerk-X" "SITTING" 30 -0.09638176 -0.99744453
"tBodyGyroJerk-X" "STANDING" 1 -0.097907853 -0.99254806
"tBodyGyroJerk-X" "STANDING" 2 -0.14327557 -0.98030615
"tBodyGyroJerk-X" "STANDING" 3 -0.07846973 -0.9744038
"tBodyGyroJerk-X" "STANDING" 4 -0.20171242 -0.96391682
"tBodyGyroJerk-X" "STANDING" 5 0.10027809 -0.91272901
"tBodyGyroJerk-X" "STANDING" 6 -0.26216168 -0.93618202
"tBodyGyroJerk-X" "STANDING" 7 -0.11910373 -0.95722823
"tBodyGyroJerk-X" "STANDING" 8 -0.10455879 -0.98592508
"tBodyGyroJerk-X" "STANDING" 9 -0.10604282 -0.96793282
"tBodyGyroJerk-X" "STANDING" 10 -0.093170378 -0.93528613
"tBodyGyroJerk-X" "STANDING" 11 -0.087348972 -0.97627216
"tBodyGyroJerk-X" "STANDING" 12 -0.11207753 -0.88629145
"tBodyGyroJerk-X" "STANDING" 13 -0.11915593 -0.98053983
"tBodyGyroJerk-X" "STANDING" 14 -0.093313794 -0.99609862
"tBodyGyroJerk-X" "STANDING" 15 -0.10089628 -0.96873078
"tBodyGyroJerk-X" "STANDING" 16 -0.097073104 -0.99423496
"tBodyGyroJerk-X" "STANDING" 17 -0.10353327 -0.99695388
"tBodyGyroJerk-X" "STANDING" 18 -0.081710047 -0.97357389
"tBodyGyroJerk-X" "STANDING" 19 -0.095352668 -0.99092559
"tBodyGyroJerk-X" "STANDING" 20 -0.023013007 -0.93241307
"tBodyGyroJerk-X" "STANDING" 21 -0.061581 -0.9263485
"tBodyGyroJerk-X" "STANDING" 22 -0.054734587 -0.94300064
"tBodyGyroJerk-X" "STANDING" 23 -0.11901838 -0.95206547
"tBodyGyroJerk-X" "STANDING" 24 -0.09340482 -0.99105343
"tBodyGyroJerk-X" "STANDING" 25 -0.093908691 -0.98770653
"tBodyGyroJerk-X" "STANDING" 26 -0.09349107 -0.97527088
"tBodyGyroJerk-X" "STANDING" 27 -0.099987122 -0.99313284
"tBodyGyroJerk-X" "STANDING" 28 -0.035135362 -0.93156614
"tBodyGyroJerk-X" "STANDING" 29 -0.12162812 -0.96488032
"tBodyGyroJerk-X" "STANDING" 30 -0.0069125217 -0.92851347
"tBodyGyroJerk-X" "WALKING" 1 -0.095171388 -0.33620135
"tBodyGyroJerk-X" "WALKING" 2 -0.029430958 -0.53420168
"tBodyGyroJerk-X" "WALKING" 3 -0.024311467 -0.33629927
"tBodyGyroJerk-X" "WALKING" 4 -0.10723334 -0.37944208
"tBodyGyroJerk-X" "WALKING" 5 0.15272649 -0.40283641
"tBodyGyroJerk-X" "WALKING" 6 -0.079704171 -0.47911847
"tBodyGyroJerk-X" "WALKING" 7 -0.32032725 -0.39394633
"tBodyGyroJerk-X" "WALKING" 8 -0.65338326 -0.067345095
"tBodyGyroJerk-X" "WALKING" 9 0.026297767 -0.55661446
"tBodyGyroJerk-X" "WALKING" 10 0.05486802 -0.25454444
"tBodyGyroJerk-X" "WALKING" 11 -0.16516397 -0.5563345
"tBodyGyroJerk-X" "WALKING" 12 -0.16892173 -0.41793451
"tBodyGyroJerk-X" "WALKING" 13 -0.15135062 -0.072068876
"tBodyGyroJerk-X" "WALKING" 14 -0.24265367 -0.59930528
"tBodyGyroJerk-X" "WALKING" 15 -0.071611443 -0.36449315
"tBodyGyroJerk-X" "WALKING" 16 -0.25813445 -0.75056119
"tBodyGyroJerk-X" "WALKING" 17 -0.25098858 -0.46461593
"tBodyGyroJerk-X" "WALKING" 18 -0.18014736 -0.48861129
"tBodyGyroJerk-X" "WALKING" 19 1 0.20180449
"tBodyGyroJerk-X" "WALKING" 20 0.087665718 -0.20041756
"tBodyGyroJerk-X" "WALKING" 21 -0.28856439 -0.26712258
"tBodyGyroJerk-X" "WALKING" 22 -0.13053433 -0.25819653
"tBodyGyroJerk-X" "WALKING" 23 -0.19680813 -0.31398298
"tBodyGyroJerk-X" "WALKING" 24 -0.051977899 -0.48808336
"tBodyGyroJerk-X" "WALKING" 25 -0.19379243 -0.51113657
"tBodyGyroJerk-X" "WALKING" 26 -0.13357046 -0.41630907
"tBodyGyroJerk-X" "WALKING" 27 0.0075707812 -0.53725359
"tBodyGyroJerk-X" "WALKING" 28 -0.22324661 -0.50776281
"tBodyGyroJerk-X" "WALKING" 29 0.012990206 -0.31616897
"tBodyGyroJerk-X" "WALKING" 30 -0.065116331 -0.58586229
"tBodyGyroJerk-X" "WALKING_DOWNSTAIRS" 1 -0.25514129 -0.57930665
"tBodyGyroJerk-X" "WALKING_DOWNSTAIRS" 2 -0.078410586 -0.45834668
"tBodyGyroJerk-X" "WALKING_DOWNSTAIRS" 3 -0.0039275314 -0.25788206
"tBodyGyroJerk-X" "WALKING_DOWNSTAIRS" 4 -0.39041674 -0.18404952
"tBodyGyroJerk-X" "WALKING_DOWNSTAIRS" 5 -0.23152025 -0.4765706
"tBodyGyroJerk-X" "WALKING_DOWNSTAIRS" 6 -0.4774755 0.41134543
"tBodyGyroJerk-X" "WALKING_DOWNSTAIRS" 7 -0.27311784 -0.66397215
"tBodyGyroJerk-X" "WALKING_DOWNSTAIRS" 8 -0.046497812 -0.14733554
"tBodyGyroJerk-X" "WALKING_DOWNSTAIRS" 9 0.029882149 -0.55328051
"tBodyGyroJerk-X" "WALKING_DOWNSTAIRS" 10 0.015908143 -0.28076474
"tBodyGyroJerk-X" "WALKING_DOWNSTAIRS" 11 -0.29518333 -0.52618069
"tBodyGyroJerk-X" "WALKING_DOWNSTAIRS" 12 -0.10939838 -0.31215518
"tBodyGyroJerk-X" "WALKING_DOWNSTAIRS" 13 0.21239263 -0.59958182
"tBodyGyroJerk-X" "WALKING_DOWNSTAIRS" 14 -0.11080517 -0.41514938
"tBodyGyroJerk-X" "WALKING_DOWNSTAIRS" 15 0.12636387 -0.42179219
"tBodyGyroJerk-X" "WALKING_DOWNSTAIRS" 16 0.050216469 -0.56232631
"tBodyGyroJerk-X" "WALKING_DOWNSTAIRS" 17 -0.048954923 -0.40542829
"tBodyGyroJerk-X" "WALKING_DOWNSTAIRS" 18 0.096593532 -0.56537501
"tBodyGyroJerk-X" "WALKING_DOWNSTAIRS" 19 -0.37444283 -0.084333149
"tBodyGyroJerk-X" "WALKING_DOWNSTAIRS" 20 -0.2357295 -0.36116725
"tBodyGyroJerk-X" "WALKING_DOWNSTAIRS" 21 0.24459095 -0.61010282
"tBodyGyroJerk-X" "WALKING_DOWNSTAIRS" 22 -0.25054023 -0.23882855
"tBodyGyroJerk-X" "WALKING_DOWNSTAIRS" 23 -0.06525584 -0.11921145
"tBodyGyroJerk-X" "WALKING_DOWNSTAIRS" 24 0.18817397 -0.49973612
"tBodyGyroJerk-X" "WALKING_DOWNSTAIRS" 25 -0.27061263 -0.45989408
"tBodyGyroJerk-X" "WALKING_DOWNSTAIRS" 26 -0.066496157 -0.2860085
"tBodyGyroJerk-X" "WALKING_DOWNSTAIRS" 27 -0.0089798523 -0.46371093
"tBodyGyroJerk-X" "WALKING_DOWNSTAIRS" 28 -0.37156109 -0.12398125
"tBodyGyroJerk-X" "WALKING_DOWNSTAIRS" 29 -0.34014092 -0.25507907
"tBodyGyroJerk-X" "WALKING_DOWNSTAIRS" 30 -0.16145612 -0.67915498
"tBodyGyroJerk-X" "WALKING_UPSTAIRS" 1 0.15811947 -0.67020239
"tBodyGyroJerk-X" "WALKING_UPSTAIRS" 2 -0.13925586 -0.32162522
"tBodyGyroJerk-X" "WALKING_UPSTAIRS" 3 -0.043967209 -0.53044881
"tBodyGyroJerk-X" "WALKING_UPSTAIRS" 4 0.012290256 -0.34776525
"tBodyGyroJerk-X" "WALKING_UPSTAIRS" 5 -0.24695744 -0.41165297
"tBodyGyroJerk-X" "WALKING_UPSTAIRS" 6 -0.37409716 -0.1066305
"tBodyGyroJerk-X" "WALKING_UPSTAIRS" 7 0.03169118 -0.69550069
"tBodyGyroJerk-X" "WALKING_UPSTAIRS" 8 -0.11337109 -0.21544138
"tBodyGyroJerk-X" "WALKING_UPSTAIRS" 9 0.45581214 -0.59860913
"tBodyGyroJerk-X" "WALKING_UPSTAIRS" 10 -0.29303313 -0.37065564
"tBodyGyroJerk-X" "WALKING_UPSTAIRS" 11 -0.2297758 -0.62853944
"tBodyGyroJerk-X" "WALKING_UPSTAIRS" 12 -0.39639928 -0.4405184
"tBodyGyroJerk-X" "WALKING_UPSTAIRS" 13 -0.060464316 -0.61578872
"tBodyGyroJerk-X" "WALKING_UPSTAIRS" 14 0.092225171 -0.65304075
"tBodyGyroJerk-X" "WALKING_UPSTAIRS" 15 0.01749083 -0.45393802
"tBodyGyroJerk-X" "WALKING_UPSTAIRS" 16 -0.12412381 -0.74094877
"tBodyGyroJerk-X" "WALKING_UPSTAIRS" 17 -0.18899725 -0.59065866
"tBodyGyroJerk-X" "WALKING_UPSTAIRS" 18 -0.15995654 -0.77751011
"tBodyGyroJerk-X" "WALKING_UPSTAIRS" 19 -0.13265225 -0.47888343
"tBodyGyroJerk-X" "WALKING_UPSTAIRS" 20 -0.00018080939 -0.43262841
"tBodyGyroJerk-X" "WALKING_UPSTAIRS" 21 -0.34946801 -0.54958711
"tBodyGyroJerk-X" "WALKING_UPSTAIRS" 22 -0.19638805 -0.35978548
"tBodyGyroJerk-X" "WALKING_UPSTAIRS" 23 0.028522904 -0.5077944
"tBodyGyroJerk-X" "WALKING_UPSTAIRS" 24 -0.028145507 -0.68575777
"tBodyGyroJerk-X" "WALKING_UPSTAIRS" 25 -0.055285995 -0.66542062
"tBodyGyroJerk-X" "WALKING_UPSTAIRS" 26 0.048227532 -0.52333399
"tBodyGyroJerk-X" "WALKING_UPSTAIRS" 27 0.18299918 -0.74412755
"tBodyGyroJerk-X" "WALKING_UPSTAIRS" 28 0.3036191 -0.4374747
"tBodyGyroJerk-X" "WALKING_UPSTAIRS" 29 0.03121075 -0.51960119
"tBodyGyroJerk-X" "WALKING_UPSTAIRS" 30 0.26304757 -0.69545487
"tBodyGyroJerk-Y" "LAYING" 1 -0.048339191 -0.99145492
"tBodyGyroJerk-Y" "LAYING" 2 -0.030101192 -0.99030562
"tBodyGyroJerk-Y" "LAYING" 3 -0.036901761 -0.99296859
"tBodyGyroJerk-Y" "LAYING" 4 -0.041407011 -0.99478429
"tBodyGyroJerk-Y" "LAYING" 5 -0.038561364 -0.99261049
"tBodyGyroJerk-Y" "LAYING" 6 -0.042356131 -0.98455742
"tBodyGyroJerk-Y" "LAYING" 7 -0.021124297 -0.95998789
"tBodyGyroJerk-Y" "LAYING" 8 -0.063252641 -0.9961509
"tBodyGyroJerk-Y" "LAYING" 9 -0.028852433 -0.97964518
"tBodyGyroJerk-Y" "LAYING" 10 -0.042407107 -0.98695368
"tBodyGyroJerk-Y" "LAYING" 11 -0.04103643 -0.99812219
"tBodyGyroJerk-Y" "LAYING" 12 -0.047519706 -0.98337901
"tBodyGyroJerk-Y" "LAYING" 13 -0.054465742 -0.98293283
"tBodyGyroJerk-Y" "LAYING" 14 -0.25434022 -0.80206591
"tBodyGyroJerk-Y" "LAYING" 15 -0.03872539 -0.98431636
"tBodyGyroJerk-Y" "LAYING" 16 -0.027877845 -0.97716959
"tBodyGyroJerk-Y" "LAYING" 17 -0.039980378 -0.99547915
"tBodyGyroJerk-Y" "LAYING" 18 -0.04010493 -0.99706741
"tBodyGyroJerk-Y" "LAYING" 19 -0.036687415 -0.97985295
"tBodyGyroJerk-Y" "LAYING" 20 -0.043759727 -0.99628634
"tBodyGyroJerk-Y" "LAYING" 21 -0.051521158 -0.98224822
"tBodyGyroJerk-Y" "LAYING" 22 -0.037857421 -0.99878047
"tBodyGyroJerk-Y" "LAYING" 23 -0.026663016 -0.97855607
"tBodyGyroJerk-Y" "LAYING" 24 -0.033161201 -0.98885136
"tBodyGyroJerk-Y" "LAYING" 25 -0.034228583 -0.98911126
"tBodyGyroJerk-Y" "LAYING" 26 -0.041137854 -0.98460102
"tBodyGyroJerk-Y" "LAYING" 27 -0.039058097 -0.99316941
"tBodyGyroJerk-Y" "LAYING" 28 -0.045260126 -0.99195444
"tBodyGyroJerk-Y" "LAYING" 29 -0.040895716 -0.99677115
"tBodyGyroJerk-Y" "LAYING" 30 -0.060536901 -0.99280827
"tBodyGyroJerk-Y" "SITTING" 1 -0.043397986 -0.9967805
"tBodyGyroJerk-Y" "SITTING" 2 -0.050740915 -0.99482105
"tBodyGyroJerk-Y" "SITTING" 3 -0.017130395 -0.99210376
"tBodyGyroJerk-Y" "SITTING" 4 -0.059339231 -0.98536396
"tBodyGyroJerk-Y" "SITTING" 5 -0.031612652 -0.98841096
"tBodyGyroJerk-Y" "SITTING" 6 -0.027948896 -0.95894004
"tBodyGyroJerk-Y" "SITTING" 7 -0.040780007 -0.99373272
"tBodyGyroJerk-Y" "SITTING" 8 -0.040137255 -0.91637181
"tBodyGyroJerk-Y" "SITTING" 9 -0.042583422 -0.97250937
"tBodyGyroJerk-Y" "SITTING" 10 -0.038081024 -0.99786061
"tBodyGyroJerk-Y" "SITTING" 11 -0.042686056 -0.97151537
"tBodyGyroJerk-Y" "SITTING" 12 -0.032645872 -0.99047096
"tBodyGyroJerk-Y" "SITTING" 13 -0.038376945 -0.99472641
"tBodyGyroJerk-Y" "SITTING" 14 -0.03560776 -0.99785404
"tBodyGyroJerk-Y" "SITTING" 15 -0.043997875 -0.98713974
"tBodyGyroJerk-Y" "SITTING" 16 -0.041821044 -0.99512249
"tBodyGyroJerk-Y" "SITTING" 17 -0.040509617 -0.99657675
"tBodyGyroJerk-Y" "SITTING" 18 -0.040104893 -0.99806909
"tBodyGyroJerk-Y" "SITTING" 19 -0.045639447 -0.99753189
"tBodyGyroJerk-Y" "SITTING" 20 -0.044656699 -0.99044404
"tBodyGyroJerk-Y" "SITTING" 21 -0.03849063 -0.99299418
"tBodyGyroJerk-Y" "SITTING" 22 -0.017363949 -0.99140215
"tBodyGyroJerk-Y" "SITTING" 23 -0.055204837 -0.97459836
"tBodyGyroJerk-Y" "SITTING" 24 -0.038580364 -0.99175811
"tBodyGyroJerk-Y" "SITTING" 25 -0.038414106 -0.96622939
"tBodyGyroJerk-Y" "SITTING" 26 -0.01608352 -0.98834228
"tBodyGyroJerk-Y" "SITTING" 27 -0.038200851 -0.99670815
"tBodyGyroJerk-Y" "SITTING" 28 -0.065921392 -0.96567011
"tBodyGyroJerk-Y" "SITTING" 29 -0.0053740721 -0.9919232
"tBodyGyroJerk-Y" "SITTING" 30 -0.042191584 -0.99653591
"tBodyGyroJerk-Y" "STANDING" 1 -0.028980934 -0.9901391
"tBodyGyroJerk-Y" "STANDING" 2 -0.052638972 -0.98257935
"tBodyGyroJerk-Y" "STANDING" 3 -0.076616692 -0.98104943
"tBodyGyroJerk-Y" "STANDING" 4 -0.021605805 -0.98960188
"tBodyGyroJerk-Y" "STANDING" 5 -0.014219764 -0.96792625
"tBodyGyroJerk-Y" "STANDING" 6 -0.073228277 -0.9745285
"tBodyGyroJerk-Y" "STANDING" 7 -0.031439534 -0.9827436
"tBodyGyroJerk-Y" "STANDING" 8 -0.032354416 -0.99474467
"tBodyGyroJerk-Y" "STANDING" 9 -0.103964 -0.97049117
"tBodyGyroJerk-Y" "STANDING" 10 -0.052593136 -0.96784366
"tBodyGyroJerk-Y" "STANDING" 11 -0.032431865 -0.99135485
"tBodyGyroJerk-Y" "STANDING" 12 -0.017386535 -0.97195897
"tBodyGyroJerk-Y" "STANDING" 13 -0.033766925 -0.94861869
"tBodyGyroJerk-Y" "STANDING" 14 -0.04676588 -0.99308173
"tBodyGyroJerk-Y" "STANDING" 15 -0.041883478 -0.99320021
"tBodyGyroJerk-Y" "STANDING" 16 -0.042743279 -0.99729546
"tBodyGyroJerk-Y" "STANDING" 17 -0.046661716 -0.99766364
"tBodyGyroJerk-Y" "STANDING" 18 -0.054622203 -0.97970583
"tBodyGyroJerk-Y" "STANDING" 19 -0.040365753 -0.9942407
"tBodyGyroJerk-Y" "STANDING" 20 -0.065904547 -0.97114358
"tBodyGyroJerk-Y" "STANDING" 21 -0.053586445 -0.96112871
"tBodyGyroJerk-Y" "STANDING" 22 -0.032550605 -0.98777745
"tBodyGyroJerk-Y" "STANDING" 23 -0.042360143 -0.97339804
"tBodyGyroJerk-Y" "STANDING" 24 -0.03649568 -0.99313915
"tBodyGyroJerk-Y" "STANDING" 25 -0.039351063 -0.99501344
"tBodyGyroJerk-Y" "STANDING" 26 -0.043392569 -0.97982343
"tBodyGyroJerk-Y" "STANDING" 27 -0.041131424 -0.99487622
"tBodyGyroJerk-Y" "STANDING" 28 -0.038888626 -0.96950345
"tBodyGyroJerk-Y" "STANDING" 29 -0.030158998 -0.99271396
"tBodyGyroJerk-Y" "STANDING" 30 -0.019055648 -0.98032346
"tBodyGyroJerk-Y" "WALKING" 1 -0.1422554 -0.38768923
"tBodyGyroJerk-Y" "WALKING" 2 -0.070613107 -0.71048562
"tBodyGyroJerk-Y" "WALKING" 3 0.12898177 -0.70804311
"tBodyGyroJerk-Y" "WALKING" 4 -0.056425189 -0.79256179
"tBodyGyroJerk-Y" "WALKING" 5 -0.13852177 -0.47777479
"tBodyGyroJerk-Y" "WALKING" 6 -0.19519617 -0.54297052
"tBodyGyroJerk-Y" "WALKING" 7 -0.28277326 -0.26164413
"tBodyGyroJerk-Y" "WALKING" 8 0.044395293 -0.4271386
"tBodyGyroJerk-Y" "WALKING" 9 -0.069648129 -0.48537282
"tBodyGyroJerk-Y" "WALKING" 10 -0.17365808 -0.40942719
"tBodyGyroJerk-Y" "WALKING" 11 0.033880089 -0.76213313
"tBodyGyroJerk-Y" "WALKING" 12 0.012519691 -0.67832357
"tBodyGyroJerk-Y" "WALKING" 13 -0.056580815 -0.63253096
"tBodyGyroJerk-Y" "WALKING" 14 -0.36457123 -0.52849009
"tBodyGyroJerk-Y" "WALKING" 15 0.055065905 -0.78967325
"tBodyGyroJerk-Y" "WALKING" 16 -0.073760116 -0.78130508
"tBodyGyroJerk-Y" "WALKING" 17 0.22451744 -0.3318265
"tBodyGyroJerk-Y" "WALKING" 18 -0.092215713 -0.8063221
"tBodyGyroJerk-Y" "WALKING" 19 -0.26613121 0.21745103
"tBodyGyroJerk-Y" "WALKING" 20 -0.26162147 -0.072889794
"tBodyGyroJerk-Y" "WALKING" 21 -0.020068362 -0.37410161
"tBodyGyroJerk-Y" "WALKING" 22 -0.12841077 -0.70230164
"tBodyGyroJerk-Y" "WALKING" 23 -0.26087918 0.55051896
"tBodyGyroJerk-Y" "WALKING" 24 -0.12766392 -0.53099036
"tBodyGyroJerk-Y" "WALKING" 25 0.019350019 -0.79055048
"tBodyGyroJerk-Y" "WALKING" 26 0.038251399 -0.60150005
"tBodyGyroJerk-Y" "WALKING" 27 -0.11510457 -0.52104023
"tBodyGyroJerk-Y" "WALKING" 28 -0.11476938 -0.76745891
"tBodyGyroJerk-Y" "WALKING" 29 -0.012238501 -0.62626181
"tBodyGyroJerk-Y" "WALKING" 30 0.070714466 -0.52962638
